titulo,abstract,clase_pri,clase_otr
Importance of Tuning Hyperparameters of Machine Learning Algorithms,"  The performance of many machine learning algorithms depends on their
hyperparameter settings. The goal of this study is to determine whether it is
important to tune a hyperparameter or whether it can be safely set to a default
value. We present a methodology to determine the importance of tuning a
hyperparameter based on a non-inferiority test and tuning risk: the performance
loss that is incurred when a hyperparameter is not tuned, but set to a default
value. Because our methods require the notion of a default parameter, we
present a simple procedure that can be used to determine reasonable default
parameters. We apply our methods in a benchmark study using 59 datasets from
OpenML. Our results show that leaving particular hyperparameters at their
default value is non-inferior to tuning these hyperparameters. In some cases,
leaving the hyperparameter at its default value even outperforms tuning it
using a search procedure with a limited number of iterations.

    ",Machine Learning (cs.LG),; Machine Learning (stat.ML)
What's Sex Got To Do With Fair Machine Learning?,"  Debate about fairness in machine learning has largely centered around
competing definitions of what fairness or nondiscrimination between groups
requires. However, little attention has been paid to what precisely a group is.
Many recent approaches to ""fairness"" require one to specify a causal model of
the data generating process. These exercises make an implicit ontological
assumption that a racial or sex group is simply a collection of individuals who
share a given trait. We show this by exploring the formal assumption of
modularity in causal models, which holds that the dependencies captured by one
causal pathway are invariant to interventions on any other pathways. Causal
models of sex propose two substantive claims: 1) There exists a feature,
sex-on-its-own, that is an inherent trait of an individual that causally brings
about social phenomena external to it in the world; and 2) the relations
between sex and its effects can be modified in whichever ways and the former
feature would still retain the meaning that sex has in our world. We argue that
this ontological picture is false. Many of the ""effects"" that sex purportedly
""causes"" are in fact constitutive features of sex as a social status. They give
the social meaning of sex features, meanings that are precisely what make sex
discrimination a distinctively morally problematic type of action. Correcting
this conceptual error has a number of implications for how models can be used
to detect discrimination. Formal diagrams of constitutive relations present an
entirely different path toward reasoning about discrimination. Whereas causal
diagrams guide the construction of sophisticated modular counterfactuals,
constitutive diagrams identify a different kind of counterfactual as central to
an inquiry on discrimination: one that asks how the social meaning of a group
would be changed if its non-modular features were altered.

    ",Computers and Society (cs.CY),; Artificial Intelligence (cs.AI); Machine Learning (cs.LG)
Machine Learning in Astronomy: a practical overview,"  Astronomy is experiencing a rapid growth in data size and complexity. This
change fosters the development of data-driven science as a useful companion to
the common model-driven data analysis paradigm, where astronomers develop
automatic tools to mine datasets and extract novel information from them. In
recent years, machine learning algorithms have become increasingly popular
among astronomers, and are now used for a wide variety of tasks. In light of
these developments, and the promise and challenges associated with them, the
IAC Winter School 2018 focused on big data in Astronomy, with a particular
emphasis on machine learning and deep learning techniques. This document
summarizes the topics of supervised and unsupervised learning algorithms
presented during the school, and provides practical information on the
application of such tools to astronomical datasets. In this document I cover
basic topics in supervised machine learning, including selection and
preprocessing of the input dataset, evaluation methods, and three popular
supervised learning algorithms, Support Vector Machines, Random Forests, and
shallow Artificial Neural Networks. My main focus is on unsupervised machine
learning algorithms, that are used to perform cluster analysis, dimensionality
reduction, visualization, and outlier detection. Unsupervised learning
algorithms are of particular importance to scientific research, since they can
be used to extract new knowledge from existing datasets, and can facilitate new
discoveries.

    ",Instrumentation and Methods for Astrophysics (astro-ph.IM),
Cascade Adversarial Machine Learning Regularized with a Unified Embedding,"  Injecting adversarial examples during training, known as adversarial
training, can improve robustness against one-step attacks, but not for unknown
iterative attacks. To address this challenge, we first show iteratively
generated adversarial images easily transfer between networks trained with the
same strategy. Inspired by this observation, we propose cascade adversarial
training, which transfers the knowledge of the end results of adversarial
training. We train a network from scratch by injecting iteratively generated
adversarial images crafted from already defended networks in addition to
one-step adversarial images from the network being trained. We also propose to
utilize embedding space for both classification and low-level (pixel-level)
similarity learning to ignore unknown pixel level perturbation. During
training, we inject adversarial images without replacing their corresponding
clean images and penalize the distance between the two embeddings (clean and
adversarial). Experimental results show that cascade adversarial training
together with our proposed low-level similarity learning efficiently enhances
the robustness against iterative attacks, but at the expense of decreased
robustness against one-step attacks. We show that combining those two
techniques can also improve robustness under the worst case black box attack
scenario.

    ",Machine Learning (stat.ML),; Machine Learning (cs.LG)
Persistent-Homology-based Machine Learning and its Applications -- A Survey,"  A suitable feature representation that can both preserve the data intrinsic
information and reduce data complexity and dimensionality is key to the
performance of machine learning models. Deeply rooted in algebraic topology,
persistent homology (PH) provides a delicate balance between data
simplification and intrinsic structure characterization, and has been applied
to various areas successfully. However, the combination of PH and machine
learning has been hindered greatly by three challenges, namely topological
representation of data, PH-based distance measurements or metrics, and PH-based
feature representation. With the development of topological data analysis,
progresses have been made on all these three problems, but widely scattered in
different literatures. In this paper, we provide a systematical review of PH
and PH-based supervised and unsupervised models from a computational
perspective. Our emphasizes are the recent development of mathematical models
and tools, including PH softwares and PH-based functions, feature
representations, kernels, and similarity models. Essentially, this paper can
work as a roadmap for the practical application of PH-based machine learning
tools. Further, we consider different topological feature representations in
different machine learning models, and investigate their impacts on the protein
secondary structure classification.

    ",Algebraic Topology (math.AT),
"Addressing ""Documentation Debt"" in Machine Learning Research: A Retrospective Datasheet for BookCorpus","  Recent literature has underscored the importance of dataset documentation
work for machine learning, and part of this work involves addressing
""documentation debt"" for datasets that have been used widely but documented
sparsely. This paper aims to help address documentation debt for BookCorpus, a
popular text dataset for training large language models. Notably, researchers
have used BookCorpus to train OpenAI's GPT-N models and Google's BERT models,
even though little to no documentation exists about the dataset's motivation,
composition, collection process, etc. We offer a preliminary datasheet that
provides key context and information about BookCorpus, highlighting several
notable deficiencies. In particular, we find evidence that (1) BookCorpus
likely violates copyright restrictions for many books, (2) BookCorpus contains
thousands of duplicated books, and (3) BookCorpus exhibits significant skews in
genre representation. We also find hints of other potential deficiencies that
call for future research, including problematic content, potential skews in
religious representation, and lopsided author contributions. While more work
remains, this initial effort to provide a datasheet for BookCorpus adds to
growing literature that urges more careful and systematic documentation for
machine learning datasets.

    ",Computation and Language (cs.CL),; Computers and Society (cs.CY); Machine Learning (cs.LG)
"DALI: a large Dataset of synchronized Audio, LyrIcs and notes, automatically created using teacher-student machine learning paradigm","  The goal of this paper is twofold. First, we introduce DALI, a large and rich
multimodal dataset containing 5358 audio tracks with their time-aligned vocal
melody notes and lyrics at four levels of granularity. The second goal is to
explain our methodology where dataset creation and learning models interact
using a teacher-student machine learning paradigm that benefits each other. We
start with a set of manual annotations of draft time-aligned lyrics and notes
made by non-expert users of Karaoke games. This set comes without audio.
Therefore, we need to find the corresponding audio and adapt the annotations to
it. To that end, we retrieve audio candidates from the Web. Each candidate is
then turned into a singing-voice probability over time using a teacher, a deep
convolutional neural network singing-voice detection system (SVD), trained on
cleaned data. Comparing the time-aligned lyrics and the singing-voice
probability, we detect matches and update the time-alignment lyrics
accordingly. From this, we obtain new audio sets. They are then used to train
new SVD students used to perform again the above comparison. The process could
be repeated iteratively. We show that this allows to progressively improve the
performances of our SVD and get better audio-matching and alignment.

    ",Audio and Speech Processing (eess.AS),; Databases (cs.DB); Machine Learning (cs.LG); Sound (cs.SD)
Machine Learning Based Student Grade Prediction: A Case Study,"  In higher educational institutes, many students have to struggle hard to
complete different courses since there is no dedicated support offered to
students who need special attention in the registered courses. Machine learning
techniques can be utilized for students' grades prediction in different
courses. Such techniques would help students to improve their performance based
on predicted grades and would enable instructors to identify such individuals
who might need assistance in the courses. In this paper, we use Collaborative
Filtering (CF), Matrix Factorization (MF), and Restricted Boltzmann Machines
(RBM) techniques to systematically analyze a real-world data collected from
Information Technology University (ITU), Lahore, Pakistan. We evaluate the
academic performance of ITU students who got admission in the bachelor's degree
program in ITU's Electrical Engineering department. The RBM technique is found
to be better than the other techniques used in predicting the students'
performance in the particular course.

    ",Computers and Society (cs.CY),
Equity forecast: Predicting long term stock price movement using machine learning,"  Long term investment is one of the major investment strategies. However,
calculating intrinsic value of some company and evaluating shares for long term
investment is not easy, since analyst have to care about a large number of
financial indicators and evaluate them in a right manner. So far, little help
in predicting the direction of the company value over the longer period of time
has been provided from the machines. In this paper we present a machine
learning aided approach to evaluate the equity's future price over the long
time. Our method is able to correctly predict whether some company's value will
be 10% higher or not over the period of one year in 76.5% of cases.

    ",Machine Learning (cs.LG),; General Finance (q-fin.GN)
Insights into Performance Fitness and Error Metrics for Machine Learning,"  Machine learning (ML) is the field of training machines to achieve high level
of cognition and perform human-like analysis. Since ML is a data-driven
approach, it seemingly fits into our daily lives and operations as well as
complex and interdisciplinary fields. With the rise of commercial, open-source
and user-catered ML tools, a key question often arises whenever ML is applied
to explore a phenomenon or a scenario: what constitutes a good ML model?
Keeping in mind that a proper answer to this question depends on a variety of
factors, this work presumes that a good ML model is one that optimally performs
and best describes the phenomenon on hand. From this perspective, identifying
proper assessment metrics to evaluate performance of ML models is not only
necessary but is also warranted. As such, this paper examines a number of the
most commonly-used performance fitness and error metrics for regression and
classification algorithms, with emphasis on engineering applications.

    ",Machine Learning (cs.LG),"; Data Analysis, Statistics and Probability (physics.data-an); Machine Learning (stat.ML)"
NSML: A Machine Learning Platform That Enables You to Focus on Your Models,"  Machine learning libraries such as TensorFlow and PyTorch simplify model
implementation. However, researchers are still required to perform a
non-trivial amount of manual tasks such as GPU allocation, training status
tracking, and comparison of models with different hyperparameter settings. We
propose a system to handle these tasks and help researchers focus on models. We
present the requirements of the system based on a collection of discussions
from an online study group comprising 25k members. These include automatic GPU
allocation, learning status visualization, handling model parameter snapshots
as well as hyperparameter modification during learning, and comparison of
performance metrics between models via a leaderboard. We describe the system
architecture that fulfills these requirements and present a proof-of-concept
implementation, NAVER Smart Machine Learning (NSML). We test the system and
confirm substantial efficiency improvements for model development.

    ",Machine Learning (cs.LG),"; Distributed, Parallel, and Cluster Computing (cs.DC)"
CausalML: Python Package for Causal Machine Learning,"  CausalML is a Python implementation of algorithms related to causal inference
and machine learning. Algorithms combining causal inference and machine
learning have been a trending topic in recent years. This package tries to
bridge the gap between theoretical work on methodology and practical
applications by making a collection of methods in this field available in
Python. This paper introduces the key concepts, scope, and use cases of this
package.

    ",Computers and Society (cs.CY),; Machine Learning (cs.LG); Computation (stat.CO); Machine Learning (stat.ML)
Double Debiased Machine Learning Nonparametric Inference with Continuous Treatments,"  We propose a nonparametric inference method for causal effects of continuous
treatment variables, under unconfoundedness and nonparametric or
high-dimensional nuisance parameters. Our double debiased machine learning
(DML) estimators for the average dose-response function (or the average
structural function) and the partial effects are asymptotically normal with
nonparametric convergence rates. The nuisance estimators for the conditional
expectation function and the conditional density can be nonparametric or ML
methods. Utilizing a kernel-based doubly robust moment function and
cross-fitting, we give high-level conditions under which the nuisance
estimators do not affect the first-order large sample distribution of the DML
estimators. We further provide sufficient low-level conditions for kernel,
series, and deep neural networks. We propose a data-driven bandwidth to
consistently estimate the optimal bandwidth that minimizes the asymptotic mean
squared error. We justify the use of kernel to localize the continuous
treatment at a given value by the Gateaux derivative. We implement various ML
methods in Monte Carlo simulations and an empirical application on a job
training program evaluation.

    ",Econometrics (econ.EM),
Using Visual Analytics to Interpret Predictive Machine Learning Models,"  It is commonly believed that increasing the interpretability of a machine
learning model may decrease its predictive power. However, inspecting
input-output relationships of those models using visual analytics, while
treating them as black-box, can help to understand the reasoning behind
outcomes without sacrificing predictive quality. We identify a space of
possible solutions and provide two examples of where such techniques have been
successfully used in practice.

    ",Machine Learning (stat.ML),; Machine Learning (cs.LG)
A Farewell to the Bias-Variance Tradeoff? An Overview of the Theory of Overparameterized Machine Learning,"  The rapid recent progress in machine learning (ML) has raised a number of
scientific questions that challenge the longstanding dogma of the field. One of
the most important riddles is the good empirical generalization of
overparameterized models. Overparameterized models are excessively complex with
respect to the size of the training dataset, which results in them perfectly
fitting (i.e., interpolating) the training data, which is usually noisy. Such
interpolation of noisy data is traditionally associated with detrimental
overfitting, and yet a wide range of interpolating models -- from simple linear
models to deep neural networks -- have recently been observed to generalize
extremely well on fresh test data. Indeed, the recently discovered double
descent phenomenon has revealed that highly overparameterized models often
improve over the best underparameterized model in test performance.
",Machine Learning (stat.ML),; Machine Learning (cs.LG)
A Topology Layer for Machine Learning,"  Topology applied to real world data using persistent homology has started to
find applications within machine learning, including deep learning. We present
a differentiable topology layer that computes persistent homology based on
level set filtrations and edge-based filtrations. We present three novel
applications: the topological layer can (i) regularize data reconstruction or
the weights of machine learning models, (ii) construct a loss on the output of
a deep generative network to incorporate topological priors, and (iii) perform
topological adversarial attacks on deep networks trained with persistence
features. The code (",Machine Learning (cs.LG),; Algebraic Topology (math.AT); Machine Learning (stat.ML)
Machine Learning Explainability for External Stakeholders,"  As machine learning is increasingly deployed in high-stakes contexts
affecting people's livelihoods, there have been growing calls to open the black
box and to make machine learning algorithms more explainable. Providing useful
explanations requires careful consideration of the needs of stakeholders,
including end-users, regulators, and domain experts. Despite this need, little
work has been done to facilitate inter-stakeholder conversation around
explainable machine learning. To help address this gap, we conducted a
closed-door, day-long workshop between academics, industry experts, legal
scholars, and policymakers to develop a shared language around explainability
and to understand the current shortcomings of and potential solutions for
deploying explainable machine learning in service of transparency goals. We
also asked participants to share case studies in deploying explainable machine
learning at scale. In this paper, we provide a short summary of various case
studies of explainable machine learning, lessons from those studies, and
discuss open challenges.

    ",Computers and Society (cs.CY),; Artificial Intelligence (cs.AI)
On the Existence of Simpler Machine Learning Models,"  It is almost always easier to find an accurate-but-complex model than an
accurate-yet-simple model. Finding optimal, sparse, accurate models of various
forms (linear models with integer coefficients, decision sets, rule lists,
decision trees) is generally NP-hard. We often do not know whether the search
for a simpler model will be worthwhile, and thus we do not go to the trouble of
searching for one. In this work, we ask an important practical question: can
accurate-yet-simple models be proven to exist, or shown likely to exist, before
explicitly searching for them? We hypothesize that there is an important reason
that simple-yet-accurate models often do exist. This hypothesis is that the
size of the Rashomon set is often large, where the Rashomon set is the set of
almost-equally-accurate models from a function class. If the Rashomon set is
large, it contains numerous accurate models, and perhaps at least one of them
is the simple model we desire. In this work, we formally present the Rashomon
ratio as a new gauge of simplicity for a learning problem, depending on a
function class and a data set. The Rashomon ratio is the ratio of the volume of
the set of accurate models to the volume of the hypothesis space, and it is
different from standard complexity measures from statistical learning theory.
Insight from studying the Rashomon ratio provides an easy way to check whether
a simpler model might exist for a problem before finding it, namely whether
several different machine learning methods achieve similar performance on the
data. In that sense, the Rashomon ratio is a powerful tool for understanding
why and when an accurate-yet-simple model might exist. If, as we hypothesize in
this work, many real-world data sets admit large Rashomon sets, the
implications are vast: it means that simple or interpretable models may often
be used for high-stakes decisions without losing accuracy.

    ",Machine Learning (cs.LG),; Machine Learning (stat.ML)
Revealing the Autonomous System Taxonomy: The Machine Learning Approach,"  Although the Internet AS-level topology has been extensively studied over the
past few years, little is known about the details of the AS taxonomy. An AS
""node"" can represent a wide variety of organizations, e.g., large ISP, or small
private business, university, with vastly different network characteristics,
external connectivity patterns, network growth tendencies, and other properties
that we can hardly neglect while working on veracious Internet representations
in simulation environments. In this paper, we introduce a radically new
approach based on machine learning techniques to map all the ASes in the
Internet into a natural AS taxonomy. We successfully classify 95.3% of ASes
with expected accuracy of 78.1%. We release to the community the AS-level
topology dataset augmented with: 1) the AS taxonomy information and 2) the set
of AS attributes we used to classify ASes. We believe that this dataset will
serve as an invaluable addition to further understanding of the structure and
evolution of the Internet.

    ",Networking and Internet Architecture (cs.NI),; Machine Learning (cs.LG)
Encrypted statistical machine learning: new privacy preserving methods,"  We present two new statistical machine learning methods designed to learn on
fully homomorphic encrypted (FHE) data. The introduction of FHE schemes
following Gentry (2009) opens up the prospect of privacy preserving statistical
machine learning analysis and modelling of encrypted data without compromising
security constraints. We propose tailored algorithms for applying extremely
random forests, involving a new cryptographic stochastic fraction estimator,
and naïve Bayes, involving a semi-parametric model for the class decision
boundary, and show how they can be used to learn and predict from encrypted
data. We demonstrate that these techniques perform competitively on a variety
of classification data sets and provide detailed information about the
computational practicalities of these and other FHE methods.

    ",Machine Learning (stat.ML),; Cryptography and Security (cs.CR); Machine Learning (cs.LG); Methodology (stat.ME)
Machine Learning in Artificial Intelligence: Towards a Common Understanding,"  The application of ""machine learning"" and ""artificial intelligence"" has
become popular within the last decade. Both terms are frequently used in
science and media, sometimes interchangeably, sometimes with different
meanings. In this work, we aim to clarify the relationship between these terms
and, in particular, to specify the contribution of machine learning to
artificial intelligence. We review relevant literature and present a conceptual
framework which clarifies the role of machine learning to build (artificial)
intelligent agents. Hence, we seek to provide more terminological clarity and a
starting point for (interdisciplinary) discussions and future research.

    ",Machine Learning (cs.LG),; Artificial Intelligence (cs.AI)
Motion Planning and Control for Mobile Robot Navigation Using Machine Learning: a Survey,"  Moving in complex environments is an essential capability of intelligent
mobile robots. Decades of research and engineering have been dedicated to
developing sophisticated navigation systems to move mobile robots from one
point to another. Despite their overall success, a recently emerging research
thrust is devoted to developing machine learning techniques to address the same
problem, based in large part on the success of deep learning. However, to date,
there has not been much direct comparison between the classical and emerging
paradigms to this problem. In this article, we survey recent works that apply
machine learning for motion planning and control in mobile robot navigation,
within the context of classical navigation systems. The surveyed works are
classified into different categories, which delineate the relationship of the
learning approaches to classical methods. Based on this classification, we
identify common challenges and promising future directions.

    ",Robotics (cs.RO),
"Declarative Recursive Computation on an RDBMS, or, Why You Should Use a Database For Distributed Machine Learning","  A number of popular systems, most notably Google's TensorFlow, have been
implemented from the ground up to support machine learning tasks. We consider
how to make a very small set of changes to a modern relational database
management system (RDBMS) to make it suitable for distributed learning
computations. Changes include adding better support for recursion, and
optimization and execution of very large compute plans. We also show that there
are key advantages to using an RDBMS as a machine learning platform. In
particular, learning based on a database management system allows for trivial
scaling to large data sets and especially large models, where different
computational units operate on different parts of a model that may be too large
to fit into RAM.

    ",Databases (cs.DB),; Machine Learning (cs.LG)
A Review of Machine Learning based Anomaly Detection Techniques,"  Intrusion detection is so much popular since the last two decades where
intrusion is attempted to break into or misuse the system. It is mainly of two
types based on the intrusions, first is Misuse or signature based detection and
the other is Anomaly detection. In this paper Machine learning based methods
which are one of the types of Anomaly detection techniques is discussed.

    ",Machine Learning (cs.LG),; Cryptography and Security (cs.CR)
Value-laden Disciplinary Shifts in Machine Learning,"  As machine learning models are increasingly used for high-stakes decision
making, scholars have sought to intervene to ensure that such models do not
encode undesirable social and political values. However, little attention thus
far has been given to how values influence the machine learning discipline as a
whole. How do values influence what the discipline focuses on and the way it
develops? If undesirable values are at play at the level of the discipline,
then intervening on particular models will not suffice to address the problem.
Instead, interventions at the disciplinary-level are required. This paper
analyzes the discipline of machine learning through the lens of philosophy of
science. We develop a conceptual framework to evaluate the process through
which types of machine learning models (e.g. neural networks, support vector
machines, graphical models) become predominant. The rise and fall of
model-types is often framed as objective progress. However, such disciplinary
shifts are more nuanced. First, we argue that the rise of a model-type is
self-reinforcing--it influences the way model-types are evaluated. For example,
the rise of deep learning was entangled with a greater focus on evaluations in
compute-rich and data-rich environments. Second, the way model-types are
evaluated encodes loaded social and political values. For example, a greater
focus on evaluations in compute-rich and data-rich environments encodes values
about centralization of power, privacy, and environmental concerns.

    ",Machine Learning (cs.LG),; Artificial Intelligence (cs.AI); Machine Learning (stat.ML)
SpiNNaker 2: A 10 Million Core Processor System for Brain Simulation and Machine Learning,"  SpiNNaker is an ARM-based processor platform optimized for the simulation of
spiking neural networks. This brief describes the roadmap in going from the
current SPINNaker1 system, a 1 Million core machine in 130nm CMOS, to
SpiNNaker2, a 10 Million core machine in 22nm FDSOI. Apart from pure scaling,
we will take advantage of specific technology features, such as runtime
adaptive body biasing, to deliver cutting-edge power consumption. Power
management of the cores allows a wide range of workload adaptivity, i.e.
processor power scales with the complexity and activity of the spiking network.
Additional numerical accelerators will enhance the utility of SpiNNaker2 for
simulation of spiking neural networks as well as for executing conventional
deep neural networks. These measures should increase the simulation capacity of
the machine by a factor $>$50. The interplay between the two domains, i.e.
spiking and rate based, will provide an interesting field for algorithm
exploration on SpiNNaker2. Apart from the platforms' traditional usage as a
neuroscience exploration tool, the extended functionality opens up new
application areas such as automotive AI, tactile internet, industry 4.0 and
biomedical processing.

    ",Emerging Technologies (cs.ET),
Performance Evaluation of Machine Learning Algorithms in Post-operative Life Expectancy in the Lung Cancer Patients,"  The nature of clinical data makes it difficult to quickly select, tune and
apply machine learning algorithms to clinical prognosis. As a result, a lot of
time is spent searching for the most appropriate machine learning algorithms
applicable in clinical prognosis that contains either binary-valued or
multi-valued attributes. The study set out to identify and evaluate the
performance of machine learning classification schemes applied in clinical
prognosis of post-operative life expectancy in the lung cancer patients.
Multilayer Perceptron, J48, and the Naive Bayes algorithms were used to train
and test models on Thoracic Surgery datasets obtained from the University of
California Irvine machine learning repository. Stratified 10-fold
cross-validation was used to evaluate baseline performance accuracy of the
classifiers. The comparative analysis shows that multilayer perceptron
performed best with classification accuracy of 82.3%, J48 came out second with
classification accuracy of 81.8%, and Naive Bayes came out the worst with
classification accuracy of 74.4%. The quality and outcome of the chosen machine
learning algorithms depends on the ingenuity of the clinical miner.

    ",Machine Learning (cs.LG),
Biscotti: A Ledger for Private and Secure Peer-to-Peer Machine Learning,"  Federated Learning is the current state of the art in supporting secure
multi-party machine learning (ML): data is maintained on the owner's device and
the updates to the model are aggregated through a secure protocol. However,
this process assumes a trusted centralized infrastructure for coordination, and
clients must trust that the central service does not use the byproducts of
client data. In addition to this, a group of malicious clients could also harm
the performance of the model by carrying out a poisoning attack.
",Machine Learning (cs.LG),"; Cryptography and Security (cs.CR); Distributed, Parallel, and Cluster Computing (cs.DC); Machine Learning (stat.ML)"
Generalization in quantum machine learning from few training data,"  Modern quantum machine learning (QML) methods involve variationally
optimizing a parameterized quantum circuit on a training data set, and
subsequently making predictions on a testing data set (i.e., generalizing). In
this work, we provide a comprehensive study of generalization performance in
QML after training on a limited number $N$ of training data points. We show
that the generalization error of a quantum machine learning model with $T$
trainable gates scales at worst as $\sqrt{T/N}$. When only $K \ll T$ gates have
undergone substantial change in the optimization process, we prove that the
generalization error improves to $\sqrt{K / N}$. Our results imply that the
compiling of unitaries into a polynomial number of native gates, a crucial
application for the quantum computing industry that typically uses
exponential-size training data, can be sped up significantly. We also show that
classification of quantum states across a phase transition with a quantum
convolutional neural network requires only a very small training data set.
Other potential applications include learning quantum error correcting codes or
quantum dynamical simulation. Our work injects new hope into the field of QML,
as good generalization is guaranteed from few training data.

    ",Quantum Physics (quant-ph),; Machine Learning (cs.LG); Machine Learning (stat.ML)
BoostClean: Automated Error Detection and Repair for Machine Learning,"  Predictive models based on machine learning can be highly sensitive to data
error. Training data are often combined with a variety of different sources,
each susceptible to different types of inconsistencies, and new data streams
during prediction time, the model may encounter previously unseen
inconsistencies. An important class of such inconsistencies is domain value
violations that occur when an attribute value is outside of an allowed domain.
We explore automatically detecting and repairing such violations by leveraging
the often available clean test labels to determine whether a given detection
and repair combination will improve model accuracy. We present BoostClean which
automatically selects an ensemble of error detection and repair combinations
using statistical boosting. BoostClean selects this ensemble from an extensible
library that is pre-populated general detection functions, including a novel
detector based on the Word2Vec deep learning model, which detects errors across
a diverse set of domains. Our evaluation on a collection of 12 datasets from
Kaggle, the UCI repository, real-world data analyses, and production datasets
that show that Boost- Clean can increase absolute prediction accuracy by up to
9% over the best non-ensembled alternatives. Our optimizations including
parallelism, materialization, and indexing techniques show a 22.2x end-to-end
speedup on a 16-core machine.

    ",Databases (cs.DB),
The Role of Machine Learning in the Next Decade of Cosmology,"  In recent years, machine learning (ML) methods have remarkably improved how
cosmologists can interpret data. The next decade will bring new opportunities
for data-driven cosmological discovery, but will also present new challenges
for adopting ML methodologies and understanding the results. ML could transform
our field, but this transformation will require the astronomy community to both
foster and promote interdisciplinary research endeavors.

    ",Instrumentation and Methods for Astrophysics (astro-ph.IM),; Cosmology and Nongalactic Astrophysics (astro-ph.CO)
Machine Learning for AC Optimal Power Flow,"  We explore machine learning methods for AC Optimal Powerflow (ACOPF) - the
task of optimizing power generation in a transmission network according while
respecting physical and engineering constraints. We present two formulations of
ACOPF as a machine learning problem: 1) an end-to-end prediction task where we
directly predict the optimal generator settings, and 2) a constraint prediction
task where we predict the set of active constraints in the optimal solution. We
validate these approaches on two benchmark grids.

    ",Machine Learning (cs.LG),; Signal Processing (eess.SP); Machine Learning (stat.ML)
Scaling Datalog for Machine Learning on Big Data,"  In this paper, we present the case for a declarative foundation for
data-intensive machine learning systems. Instead of creating a new system for
each specific flavor of machine learning task, or hardcoding new optimizations,
we argue for the use of recursive queries to program a variety of machine
learning systems. By taking this approach, database query optimization
techniques can be utilized to identify effective execution plans, and the
resulting runtime plans can be executed on a single unified data-parallel query
processing engine. As a proof of concept, we consider two programming
models--Pregel and Iterative Map-Reduce-Update---from the machine learning
domain, and show how they can be captured in Datalog, tuned for a specific
task, and then compiled into an optimized physical plan. Experiments performed
on a large computing cluster with real data demonstrate that this declarative
approach can provide very good performance while offering both increased
generality and programming ease.

    ",Databases (cs.DB),; Machine Learning (cs.LG); Performance (cs.PF)
tf.data: A Machine Learning Data Processing Framework,"  Training machine learning models requires feeding input data for models to
ingest. Input pipelines for machine learning jobs are often challenging to
implement efficiently as they require reading large volumes of data, applying
complex transformations, and transferring data to hardware accelerators while
overlapping computation and communication to achieve optimal performance. We
present tf.data, a framework for building and executing efficient input
pipelines for machine learning jobs. The tf.data API provides operators which
can be parameterized with user-defined computation, composed, and reused across
different machine learning domains. These abstractions allow users to focus on
the application logic of data processing, while tf.data's runtime ensures that
pipelines run efficiently.
",Machine Learning (cs.LG),; Mathematical Software (cs.MS)
Machine Learning and Cloud Computing: Survey of Distributed and SaaS Solutions,"  Applying popular machine learning algorithms to large amounts of data raised
new challenges for the ML practitioners. Traditional ML libraries does not
support well processing of huge datasets, so that new approaches were needed.
Parallelization using modern parallel computing frameworks, such as MapReduce,
CUDA, or Dryad gained in popularity and acceptance, resulting in new ML
libraries developed on top of these frameworks. We will briefly introduce the
most prominent industrial and academic outcomes, such as Apache Mahout,
GraphLab or Jubatus.
","Distributed, Parallel, and Cluster Computing (cs.DC)",; Machine Learning (cs.LG)
Opportunities in Machine Learning for Particle Accelerators,"  Machine learning (ML) is a subfield of artificial intelligence. The term
applies broadly to a collection of computational algorithms and techniques that
train systems from raw data rather than a priori models. ML techniques are now
technologically mature enough to be applied to particle accelerators, and we
expect that ML will become an increasingly valuable tool to meet new demands
for beam energy, brightness, and stability. The intent of this white paper is
to provide a high-level introduction to problems in accelerator science and
operation where incorporating ML-based approaches may provide significant
benefit. We review ML techniques currently being investigated at particle
accelerator facilities, and we place specific emphasis on active research
efforts and promising exploratory results. We also identify new applications
and discuss their feasibility, along with the required data and infrastructure
strategies. We conclude with a set of guidelines and recommendations for
laboratory managers and administrators, emphasizing the logistical and
technological requirements for successfully adopting this technology. This
white paper also serves as a summary of the discussion from a recent workshop
held at SLAC on ML for particle accelerators.

    ",Accelerator Physics (physics.acc-ph),
Predicting human decisions with behavioral theories and machine learning,"  Behavioral decision theories aim to explain human behavior. Can they help
predict it? An open tournament for prediction of human choices in fundamental
economic decision tasks is presented. The results suggest that integration of
certain behavioral theories as features in machine learning systems provides
the best predictions. Surprisingly, the most useful theories for prediction
build on basic properties of human and animal learning and are very different
from mainstream decision theories that focus on deviations from rational
choice. Moreover, we find that theoretical features should be based not only on
qualitative behavioral insights (e.g. loss aversion), but also on quantitative
behavioral foresights generated by functional descriptive models (e.g. Prospect
Theory). Our analysis prescribes a recipe for derivation of explainable, useful
predictions of human decisions.

    ",Artificial Intelligence (cs.AI),; Computer Science and Game Theory (cs.GT); Machine Learning (cs.LG)
Tutorial: Safe and Reliable Machine Learning,"  This document serves as a brief overview of the ""Safe and Reliable Machine
Learning"" tutorial given at the 2019 ACM Conference on Fairness,
Accountability, and Transparency (FAT* 2019). The talk slides can be found
here: ",Machine Learning (cs.LG),; Artificial Intelligence (cs.AI)
